"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"233263","W","Wilkinson Associates; Inc","wilkiw@aol.com","Suite 205 - 1975 Hempstead Turnpike","UNIONDALE","NY","11553","5168321079","null","8999","Services NEC","CLASSICBABES.COM^^CLASSICBABES.NET^^MAKEMEAMILLIONAIRE.COM"
"233264","N","NCC Beepers Communications Inc","metannica008@aol.com","203 Briarwood Drive","SHRUB OAK","NY","10588","null","null","489903","Communications","ncccommunications.com"
"233265","W","Wca Health Sciences Library","pamela.morningstar@wcahospital.org","207 Foote Ave","Jamestown","NY","14701-7077","7166648307","7166648124","823111","Special Interest Libraries","www.wcahospital.org"
"233266","G","Greenpoint Mortgage Funding","whart@mlslirealtor.com","3946 Lincoln St","Seaford","NY","11783","2039651868","null","6531","Real Estate","null"
"233267","D","D Schoeffler","dschoeff@suffolk.lib.ny.us","425 New York Ave","HOLTSVILLE","NY","11742","6313510232","null","271101","Newspapers (Publishers)","BQ--J67Q.NET;BQ--LHOQ.NET;NEWSBYMAIL.COM;NEWSBYMAIL.NET;POKEMONSHOPPER.COM;THROUGHMAIL.COM;THRUCALL."
"233268","C","Coldwell Banker Residential","richard.brunton@coldwellbanker.com","1778 Hempstead Tpke","East Meadow","NY","11554","6317942262","null","6531","Real Estate","null"
"233269","M","Motion Over Time Inc","nneuschotz@motionovertime.com","18 W 21st St # 5","New York","NY","10010-6924","2122290560","2122291148","737303","Cad Systems & Services","NULL"
"233270","S","Sutton Real Estate Co","mgaffield@suttoncos.com","525 Plum St # 100","Syracuse","NY","13204-1433","3154241383","3154241111","651303","Apartments","www.suttoncos.com"
"233271","F","First Development Corp","OINGCORPS@JUNO.COM","1328 Motor Pkwy","Islandia","NY","11749-5225","6312343695","6312343200","653118","Real Estate","NULL"
"233272","H","Hough &Amp; Guidice Rlty Assoc Inc","dsicilian55@hotmail.com","200 Middle Country Rd","Middle Island","NY","11953","6313455600","-","522310","BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY, AND MOBILE HOME DEALERS","NAMB"
"233273","K","Klass Ingredients Inc","kathies@klassingredients.com","3885 N Buffalo St","Orchard Park","NY","14127-1839","7166626665","7166626665","514102","Food Brokers","www.klassingredients.com"
"233274","L","L J Fox Real Estate","Lawrence JF@boatinsurancestore.com","505 Hicksville Rd","Massapequa","NY","11758-1266","NULL","5165413700","653118","Real Estate","NULL"
"233275","O","Old Poland Foods LLC","oldpoland@aol.com","4026 Ave K","BROOKLYN","NY","11210","7187822700","null","203204","Food Specialties","OLDPOLANDFOODS.COM"
"233276","O","Out of Control Rhythm & Blues Band LLC","oocmgr@aol.com","PO Box 247","WEST COXSACKIE","NY","12192","5187982286","5187982310","792901","Orchestras & Bands","OUTOFCONTROL.ORG"
"233277","C","Communicator Inc","webmaster@communicatorinc.com","360 HAMILTON AVE # 2","YORKTOWN HEIGHTS","NY","10598","9148722775","9148722808","737311","Website Design Service","ANALYSTHUB.COM^^ANALYSTHUB.NET^^CIHUB.COM^^CIMAIL.COM^^CUSTOMERDIMENSIONS.COM^^CUSTOMERDIMENSIONS.NE"
"233278","O","Optimus Architecture","optimus@valstar.net","187 East Market St. #180","null","NY","12572-1728","8458768202","8458768112","871298","Architectural Services","http://optimusarchitecture.com"
"233279","P","Princeton Architectural Press","codysbks@well.com","37 E 7th St","New York","NY","10003-8027","2129959454","2129959620","273101","Publishers-Book","www.papress.com"
"233280","S","St Thomas The Apostle Rectory","ignatianli@earthlink.net","24 Westminster Rd","West Hempstead","NY","11552-1694","5162922651","5164898585","866107","Churches","www.stthomasapostle.org"
"233281","K","Killing Humanity Inc.","killhumanity@aol.com","2029EastwoodRd.131","NEWYORK","NY","10018","6666661313","null","9999","Unclassified","killinghumanity.com"
"233282","M","Meryl kramer","mkramer@suffolk.lib.ny.us","124 broad street - greenport","EAST QUOGUE","NY","11942","null","null","871202","Architects","merylkramerarchitect.com"
"233283","L","Laduca Shoes","info@laducashoes.com","534 9th Ave","New York","NY","10018-1307","2122686561","2122686751","569904","Dancing Supplies","www.laducashoes.com"
"233284","H","Highway Superintendent","pigletaroo@yahoo.com","3623 Lake Rd N","Brockport","NY","14420-9347","5856371142","5856371133","912104","Government Offices-City, Village & Twp","Village & Twp"
"233285","W","Wallkill Web Design","webmaster@wallkillweb.com","PO BOX 296","WALLKILL","NY","12589","9148952342","9148959287","152106","Designers","ROBSPIZZA.COM"
"233286","D","Drummond & Hill","drummondandhill@aol.com","22 West 48th Street","NEW YORK","NY","10035","2127574500","2123332222","594409","Jewelers","JEWELRYEMPORIUMAT15W.COM"
"233287","F","Fischman; Robert","maribob123@aol.com","603A Jericho Turnpike","HOLTSVILLE","NY","11742","null","null","152106","Designers","DESIGNSBYPESCA.COM"
"233288","N","Nospillspout","ptarsia@optonline.net","360 shore rd apt6a","LOCUST VALLEY","NY","11560","5168897797","null","737904","Computers","MAKEABONG.COM^^TIMEFORWAVES.COM"
"233289","H","Holy Family Ukranian Catholic","viadk@co.mo.md.us","471 Montauk Hwy","West Islip","NY","11795-4475","8163537650","6316610031","866107","Churches","www.geocities.com"
"233290","S","Seaville Realty of Suff Cty Inc","abeazleysaladino@mlslirealtor.com","215 Montauk Hwy","Sayville","NY","11782","6315632070","null","6531","Real Estate","null"
"233291","G","Goodkind & O'Dea Inc","marand@dewberry.com","15 E 26th St # 13","New York","NY","10010-1523","2126852340","2126850900","871111","Engineers","www.dewberry.com"
"233292","L","Leavenworth Middle School","msteve@nrwcs.org","5957 New Hartford St","Wolcott","NY","14590-1140","3155943120","3155943130","821103","Schools","www.nrwcs.org"
"233293","S","Sherlock Homes Realty Corp","vokeefe@mlslirealtor.com","305 Sea Cliff Ave","Sea Cliff","NY","11579","5166711717","null","6531","Real Estate","null"
"233294","A","AGE Consultants; Inc","ninaspictures@aol.com","Berkely Ave","NEW YORK","NY","10028","2127727814","null","731304","Media Brokers","fotonina.com"
"233295","P","Prevete Real Estate","rbiancanello@aol.com","255 W Old Country Rd","Hicksville","NY","11801-4014","5169376234","5169370777","653118","Real Estate","www.century21prevete.com"
"233296","d","deliciously different","deliciouslydifferent@mailcity.com","508stgrnst","ROCHESTER","NY","14622","7162919892","null","9999","Unclassified","DELICIOUSLYDIFFERENT.COM"
"233297","G","Gerew Consulting","sam@bravotech.net","372 Genesee Street","AVON","NY","14410","7166378869","null","628203","Financial Advisory Services","bravo-studio.com"
"233298","S","Schoen Trimming & Cord Co","schoentrims@aol.com","151 W 25th St # 10","New York","NY","10001-7250","2129244945","2122553949","224106","Tassels (Manufacturers)","www.cordsandtassels.com"
"233299","R","Red''s Warehouse Outlet","WeinsteinM@redspools.com","6103 Strickland Ave","Brooklyn","NY","11234-6409","7187634950","7187630600","594517","Toys-Retail","NULL"
"233300","A","ALBADESIGNFIRM","izabelaj1@aol.com","32 11th street","ROCKY POINT","NY","11778","5164107290","null","8999","Services NEC","ALBADESIGNFIRM.COM^^ALLABOUTWEDDING.COM"
"233301","T","TIM HUSSEY","msquared@earthlink.net","null","NEW YORK","NY","10020","2123274422","null","7389","Business Services NEC","MSQUARED-DESIGN.COM"
"233302","F","FillmoreRealEstate","edusi@saveat.com","2926AvenueJ","Brooklyn","NY","11210","2126952600","2126951823","653118","Real Estate","111AT.COM^^13AT.COM^^8888888AT.COM^^ACCOUNTANTSAT.COM^^AUCTIONSAT.COM^^BARGAINSAT.COM^^CELLAT.COM^^C"
"233303","J","JB & Associates Corp","lbiasi@mlslirealtor.com","6740 Myrtle Ave","Ridgewood","NY","11385","7188214300","null","6531","Real Estate","null"
"233304","H","Hough & Guidice N Shore Rl Est","rpalmieri1@mlslirealtor.com","5070 Nesconset Hwy; Nesconset Shopping Ctr","Port Jefferson Station","NY","11776","6314766800","null","6531","Real Estate","null"
"233305","A","American Legion Dept Of Ny","dawnaray66@yahoo.com","112 State St # 400","Albany","NY","12207-2096","5184278443","5184632215","864102","Veterans'' & Military Organizations","www.ny.legion.org"
"233306","M","Merlin Realty LTD","dpendergas@aol.com","47 West Harrison Street","Saratoga Springs","NY","12866","5185845601","null","6531","Real Estate","null"
"233307","N","NORTHERN FIBERGLASS","northernfiberglass@hotmail.com","243 blackman corner rd","MOOERS FORKS","NY","12959","5185723571","null","5719","Glass & mirrors","NORTHERNFIBERGLASS.COM"
"233308","P","PIANOMART.COM","emmadem2002@yahoo.com","NULL","Rochester","NY","14625 0000","5855863310","5855863310","573602","Pianos","www.pianomart.com"
"233309","R","Rip Van Winkle Foundation","ripvanwinkle@mindspring.com","null","HILLSDALE","NY","12529","5183254443","5183254443","6531","Real Estate","RIPVANWINKLEFOUNDATION.ORG"
"233310","A","A2Z Electronic Document Services","onlinemoney@gmx.co.uk","null","OVID","NY","14521","null","null","737902","Computer Related Services Special Warehouse/storage","amfitomin.com"
"233311","A","Almafoundations Inc","tasencio@aol.com","6101 16th Avenue","BROOKLYN","NY","11203","7182596800","7182591120","6531","Real Estate","ALMAFOUNDATIONS.COM"
"233312","I","Instrument Associates","info@instrumentassoc.com","50 S Bayles Ave","Port Washington","NY","11050-3780","5167672581","5169448800","504910","Aircraft Instruments (Wholesale)","www.instrumentassoc.com"
"233313","M","Mens Senior Baseball League","hardware54@aol.com","1 Huntington Quadrangle # 3n07","Melville","NY","11747-4444","6317536725","6317536725","799708","Baseball Clubs","www.msblnational.com"
"233314","B","Burbank/Whittemore Inc","adcdevelopment@aol.com","2179 Boston Post Rd","Larchmont","NY","10538","null","null","609915","Banking Systems & Service","AMERICANDEVELOPMENTCORP.COM"
"233315","U","Unicom 2000 Inc","system-network@usa.com","136-08 38 Av","FLUSHING","NY","11352","7189396424","null","8999","Services NEC","PPPUSA.ORG"
"233316","A","Adams Fairacre Farms Inc","adamsff@aol.com","765 Dutchess Tpke","Poughkeepsie","NY","12603-2000","8454544337","8454544330","594713","Gift Baskets & Parcels","www.adamsfarms.com"
"233317","I","International Logistic Services; Inc","nysextrd@aol.com","145-18 156 street","JAMAICA","NY","11433","null","null","729922","Buyers Information Service","NYSIGNATURES.COM"
"233318","C","Cmsa","ed@cmbs.org","30 Broad St # 28","New York","NY","10004-2956","2125091895","2125091844","839998","Non-Profit Organizations","www.cmbs.org"
"233319","M","Micro Computer Systems","thsu@att.net","47 E 21 ST","NEW YORK","NY","10010","2122282948","2122282947","573407","Computer & Equipment Dealers","MCSMICRO.COM"
"233320","C","Club Nautilus","Diana-Pavlick@clubnautilus.com","727 Fox St","Horseheads","NY","14845-2242","6077960575","6077393361","799101","Health Clubs Studios & Gymnasiums","NULL"
"233321","Q","Queens Lesbian & Gay Community Center","redzephr@aol.com","38-23 Woodside Avenue","FOREST HILLS","NY","11375","7184295309","7184295013","832229","Community Services","QUEENSPRIDEHOUSE.ORG"
"233322","F","Fox Residential Group Inc","mritchken@foxresidential.com","1015 Madison Ave # 502","New York","NY","10021-0261","2125355450","2127722666","653118","Real Estate","www.foxresidential.com"
"233323","W","Waterman & Associates","davidwaterman@hvc.rr.com","24 Trow Boulevard","POUGHQUAG","NY","12570","8457581748","8457581747","8999","Services NEC","WATERMAN-ASSOCIATES.NET"
"233324","W","Wildlife Conservation Society","mfederici@wcs.org","185th Street & Southern Boulevard","BRONX","NY","10459","7182205197","null","074201","Animal services","ACT4WILDLIFE.COM;ACT4WILDLIFE.NET;ACT4WILDLIFE.ORG;ACTFORWILDLIFE.COM;ACTFORWILDLIFE.NET;ACTFORWILDL"
"233325","L","Louis Proyect","lnp3@panix.com","438W.GreenSt.","NEWYORK","NY","10126","2128548289","null","9999","Unclassified","MARXMAIL.ORG"
"233326","M","Monroe County Communications","communications@monroecounty.gov","39 Main St W # 204","Rochester","NY","14614-1415","5854282380","5854283268","912103","Government Offices-County","www.monroecounty.gov"
"233327","K","Kopp William K & Kalman Doron DOS","info@queensoralsurgeons.com","6004NPortWashingtonRoad","Rego Park","NY","11374","null","null","9999","Unclassified","queensoralsurgeons.com"
"233328","H","High Times Magazine","webmaster@hightimes.com","419 Park Ave S # 16","New York","NY","10016-8410","2124757684","2123870500","274105","Publishers","www.hightimes.com"
"233329","S","Sedgwick Detert Moran & Arnold","adam.barker@sdma.com","125 Broad St # 39","New York","NY","10004-2400","4157817900","2124220202","811103","Attorneys","www.sdma.com"
"233330","L","Lewis Brisbois","harris@lbbslaw.com","100 Wall St","New York","NY","10005-3701","4153622580","2122321300","811103","Attorneys","www.lbbslaw.com"
"233331","A","Arlen","ron@oxy.edu","200 west 54th street","NANUET","NY","10010","3233142949","null","731304","Media Brokers","null"
"233332","W","White Plains Hosp Women's Ctr","jroutledge@wphospital.org","90 S Ridge St","Rye Brook","NY","10573-2867","NULL","9149350011","801101","Physicians & Surgeons","www.wphospital.org"
"233333","D","Dilmaghani & Co.","71412.165@compuserve.com","540 Central Park Avenue","RYE","NY","10580","9144721700","null","571305","Carpet & Rug Dealers","DILMAGHANI.COM^^FLYINGCARPET.COM^^FLYINGCARPET.ORG^^FLYINGCARPETS.COM^^FLYINGCARPETS.ORG^^ODDJOBTIME"
"233334","A","Abest Network Services","sean@datatone.com","585 Steward Avenue Suite 538","FREEPORT","NY","11520","5162276666","5162276688","8999","Services NEC","VIRTUALOUTLETS.COM"
"233335","A","Achieve Productions; Inc","deborahachieve@aol.com","115 Brewster Road","RYE","NY","10580","9177639708","null","8999","Services NEC","ACHIEVEPRODUCTIONS.COM"
"233336","S","School Administrators Association of NewYork State - Region","postmaster@saanys.org","4425 Hall Road","CANANDAIGUA","NY","14424","5187820600","5187829552","8211","Schools","SAANYS.ORG"
"233337","a","acosta; audrey","bridgeste@aol.com","kmr - 530 fifth avenue","NEW YORK","NY","10035","null","2127040915","729903","Escort Service","turtlebaysuites.com"
"233338","G","Guman Enterprises","shinzhang@excite.com","300EastGartnerRoad","FLUSHING","NY","11355","7183584264","7184635868","9999","Unclassified","CRITV.NET^^UB-KOOL.COM^^VISION-WELL.COM^^VISTASCAPE.NET"
"233339","R","Raymond L. Greenberg Art Publishing","rlgap@pioneeris.net","42 Leone Lane (Behind ChemCor","CENTRAL VALLEY","NY","10917","8454696699","8454695955","841210","Art","RAYSPRINTSHOP.COM^^YOGALIFESTYLE.COM"
"233340","M","MTM Technologies Inc","sales@mtm.com","15 Broadway # 17","New York","NY","10004-1016","2039753701","2126848011","573405","Computers-Dealers-Used","www.mtm.com"
"233341","H","Horton Lees Brogden Lighting","support@hlblighting.com","200 Park Ave S # 1401","New York","NY","10003-1552","2122542712","2126745580","874801","Lighting Consultants","www.hortonlees.com"
"233342","T","Tobin Home Fashions Inc","jfaham@tobinhf.com","261 5th Avenue","NEW YORK","NY","10015","2126842386","null","738999","Business Services Nec","tobinhf.com"
"233343","B","Benchmark Environmental","admin@turnkeyllc.com","Key Towers","YOUNGSTOWN","NY","14174","7168560635","null","873111","Environmental & Ecological Services","null"
"233344","A","American Technical Cerami","invest@atceramics.com","17 Stepar Place","Huntington Station","NY","11746","6316224700","6316224769","8999","Services NEC","http://www.atceramics.com"
"233345","M","Massive Inc","privacy@massiveincorporated.com","632 Broadway","New York","NY","10012-2614","2122282161","2122282296","737415","Internet Service","www.massiveincorporated.com"
"233346","M","MLBKaye International Realty","gmcnab2979@aol.com","32 E 57th St","New York","NY","10022","2122590406","null","6531","Real Estate","null"
"233347","B","Braams; Bastiaan J","kjp18@columbia.edu","251 Mercer Street NYU CIMS","NEW YORK","NY","10011","2125094490","null","829926","Educational Coop Organizations","null"
"233348","M","Motion Over Time; Inc","michael@activemedia.com","256 Rosedale Road","NEW YORK","NY","10010","2126457723","2403582557","731304","Media Brokers","LASROCK.COM^^LASROCK.NET"
"233349","S","Sprititual Circle Church","dterrano@rochester.rr.com","972 H Culver Road","ROCHESTER","NY","14608","7164829354","null","8661","Religious organizations","spiritualcirclechurch.com"
"233350","B","Beba K Hoosein; REALTOR","jbenoit@mlslirealtor.com","21528 Hillside Ave","Queens Village","NY","11427","7184687000","null","6531","Real Estate","null"
"233351","C","Cynbarco Industries","nameadmin@cynbarco.com","159 Delaware Ave","DELANSON","NY","12053","9414721603","9413951525","738999","Business Services Nec","GUARDIANARMS.COM"
"233352","S","SEVINDIK; OZAN","os233@is2.nyu.edu","100 John St Apt1707","NEW YORK","NY","10038","9177056179","null","829926","Educational Coop Organizations","null"
